SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude,SIGNAL,High Signal,RSSI,High RSSI,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC)
BigC,ec:ad:e0:77:35:a8,D-Link International,,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,BigC,ec:ad:e0:77:35:a8,-68,5745,102.60915754980007,17.965747482700404,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:30.394
CVH-1,9c:a6:15:35:b0:be,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,CVH-1,9c:a6:15:35:b0:be,-71,5180,102.60915754980007,17.965747482700404,48.0,48.0,-79.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:30.394
CVH-1,9c:a6:15:35:b0:b9,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,CVH-1,9c:a6:15:35:b0:b9,-58,2442,102.60915754980007,17.965747482700404,81.0,81.0,-61.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:30.394
Yukioh2home,64:6d:4e:33:73:ec,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Yukioh2home,64:6d:4e:33:73:ec,-52,2427,102.60897341624955,17.965852097405893,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:30.394
Sugamelt-5G,2a:53:4e:46:d1:f4,Unknown,,OWE,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Sugamelt-5G,2a:53:4e:46:d1:f4,-77,5180,102.60915754980007,17.965747482700404,69.0,69.0,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:30.394
Sugamelt,2a:53:4e:46:d1:f0,Unknown,,WPA2-Personal,CCMP,802.11ax,2,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Sugamelt,2a:53:4e:46:d1:f0,-56,2417,102.60915754980007,17.965747482700404,72.0,72.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:30.394
sugamelt-3,b0:08:75:f9:8e:94,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,7,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,sugamelt-3,b0:08:75:f9:8e:94,-60,2442,102.60915754980007,17.965747482700404,75.0,75.0,-70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:30.394
Sookdy88,64:6d:4e:33:d2:3d,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Sookdy88,64:6d:4e:33:d2:3d,-79,5180,102.60867287324892,17.966008767776266,9.0,51.0,-92.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:53.651
Sookdy88,64:6d:4e:33:d2:38,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,2,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Sookdy88,64:6d:4e:33:d2:38,-60,2417,102.6083797638084,17.966166393513298,76.0,76.0,-69.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:53.651
BigC,30:5a:3a:63:7c:2c,ASUSTek COMPUTER INC.,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,BigC,30:5a:3a:63:7c:2c,-76,2437,102.60899694907438,17.965969760112948,60.0,60.0,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:53.651
realme C17,66:57:06:af:5c:1b,Unknown,,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,realme C17,66:57:06:af:5c:1b,-63,2462,102.60899694907438,17.965969760112948,77.0,77.0,-68.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:23:53.651
Lao Plaza Hotel,f6:9f:c2:75:86:a5,Unknown,,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Lao Plaza Hotel,f6:9f:c2:75:86:a5,-80,5220,102.6083797638084,17.966166393513298,57.0,57.0,-76.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Lao Plaza Hotel,46:d9:e7:cd:8e:3f,Unknown,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Lao Plaza Hotel,46:d9:e7:cd:8e:3f,-74,2412,102.6083797638084,17.966166393513298,60.0,69.0,-75.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Lao Plaza Hotel,f0:9f:c2:74:86:a5,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Lao Plaza Hotel,f0:9f:c2:74:86:a5,-70,2437,102.6083797638084,17.966166393513298,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Malim lee,6c:14:6e:f8:24:9c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Malim lee,6c:14:6e:f8:24:9c,-61,2462,102.60895767619238,17.96595389452222,9.0,9.0,-92.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Khamkeo,60:53:75:79:9e:29,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Khamkeo,60:53:75:79:9e:29,-77,5220,102.6083797638084,17.966166393513298,33.0,33.0,-84.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Khamkeo,60:53:75:79:9e:24,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,10,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Khamkeo,60:53:75:79:9e:24,-61,2457,102.6083797638084,17.966166393513298,72.0,72.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Gym Lao Plaza,f0:9f:c2:74:86:3e,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Gym Lao Plaza,f0:9f:c2:74:86:3e,-70,2437,102.60801767048008,17.96634192899775,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Scheiner,24:43:e2:92:ac:30,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Scheiner,24:43:e2:92:ac:30,-67,2417,102.60867287324892,17.966008767776266,42.0,42.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Printing sp213153,58:d9:d5:48:c8:61,"Tenda Technology Co.,Ltd.Dongguan branch",,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Printing sp213153,58:d9:d5:48:c8:61,-68,2427,102.6083797638084,17.966166393513298,57.0,57.0,-76.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Ep's Galaxy Z Fold4,42:32:05:a2:cd:09,Unknown,,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Ep's Galaxy Z Fold4,42:32:05:a2:cd:09,-54,2412,102.60763971068312,17.966529524533577,72.0,72.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:00.328
Lao Plaza Hotel,f0:9f:c2:74:86:74,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Lao Plaza Hotel,f0:9f:c2:74:86:74,-80,2437,102.60867287324892,17.966008767776266,27.0,27.0,-86.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:19.612
ezviz_01,84:9a:40:35:21:07,"Hangzhou Hikvision Digital Technology Co.,Ltd.",,WPA2-Personal,CCMP,802.11n,13,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,ezviz_01,84:9a:40:35:21:07,-54,2472,102.6072689828611,17.96672567443309,12.0,12.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:19.612
Sasyrath2.4G cam,40:ee:15:90:04:38,Zioncom Electronics (Shenzhen) Ltd.,,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Sasyrath2.4G cam,40:ee:15:90:04:38,-67,2462,102.6083797638084,17.966166393513298,15.0,15.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:19.612
Vietnam Airlines 2nd Floor,14:cc:20:c8:a5:64,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Vietnam Airlines 2nd Floor,14:cc:20:c8:a5:64,-76,2427,102.6083797638084,17.966166393513298,18.0,18.0,-89.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:19.612
@LTC_WIFI,04:f9:38:8f:7c:e0,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,@LTC_WIFI,04:f9:38:8f:7c:e0,-52,2412,102.60671855620876,17.96705751186532,51.0,80.0,-78.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:19.612
FHI360LAO_Guest1,d6:9a:a0:50:69:89,Unknown,,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,FHI360LAO_Guest1,d6:9a:a0:50:69:89,-72,2447,102.60801767048008,17.96634192899775,63.0,63.0,-74.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:19.612
FHI360LAO1,d4:9a:a0:60:69:88,VNPT TECHNOLOGY,,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,FHI360LAO1,d4:9a:a0:60:69:88,-59,2447,102.60763971068312,17.966529524533577,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:19.612
Coolfashion,6c:14:6e:f8:33:08,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Coolfashion,6c:14:6e:f8:33:08,-72,5220,102.60626767120168,17.967323900354415,6.0,63.0,-93.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
CHANTHAPANYA OFFICE,72:85:c4:85:63:49,Unknown,,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,CHANTHAPANYA OFFICE,72:85:c4:85:63:49,-80,2462,102.60650619864076,17.967093549293143,12.0,21.0,-91.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
CHANTHAPANYA OFFICE,72:85:c4:86:5b:31,Unknown,,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,CHANTHAPANYA OFFICE,72:85:c4:86:5b:31,-80,2412,102.6072689828611,17.96672567443309,18.0,18.0,-89.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
CHANTHAPANYA OFFICE,70:85:c4:d5:63:49,"Ruijie Networks Co.,LTD",,WPA2-Personal,CCMP,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,CHANTHAPANYA OFFICE,70:85:c4:d5:63:49,-90,5500,102.6072689828611,17.96672567443309,54.0,54.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
1edf6aea,f4:91:1e:df:6a:ea,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,1edf6aea,f4:91:1e:df:6a:ea,-86,2412,102.60763971068312,17.966529524533577,15.0,15.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
vivo V23e 5G,de:93:23:bf:80:9e,Unknown,,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,vivo V23e 5G,de:93:23:bf:80:9e,-80,2412,102.60786192687048,17.96643738341402,18.0,18.0,-89.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
LAO PSG 23,14:46:58:e7:83:78,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LAO PSG 23,14:46:58:e7:83:78,-69,2427,102.61017208232612,17.964626312602814,36.0,36.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
Preschool,f4:28:53:c7:53:5c,Zioncom Electronics (Shenzhen) Ltd.,,WPA2-Personal,CCMP,802.11ac,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Preschool,f4:28:53:c7:53:5c,-80,2462,102.61021453669248,17.964691028421992,12.0,12.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
boy,e8:f6:54:7e:8d:c1,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,boy,e8:f6:54:7e:8d:c1,-80,5180,102.61039451542658,17.964952226620692,15.0,27.0,-90.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
Kualao,18:e8:29:98:df:64,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Kualao,18:e8:29:98:df:64,-78,5220,102.61021453669248,17.964691028421992,15.0,15.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
Kualao,18:e8:29:98:e3:33,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Kualao,18:e8:29:98:e3:33,-73,5220,102.61021453669248,17.964691028421992,72.0,72.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
DHE Meeting Room,34:ca:81:b1:4e:98,"New H3C Intelligence Terminal Co., Ltd.",,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,DHE Meeting Room,34:ca:81:b1:4e:98,-64,5240,102.60984557034404,17.964158344760396,21.0,21.0,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
DHE Meeting Room,34:ca:81:b1:4e:95,"New H3C Intelligence Terminal Co., Ltd.",,WPA2-Personal,CCMP,802.11ax,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,DHE Meeting Room,34:ca:81:b1:4e:95,-64,2462,102.61021453669248,17.964691028421992,48.0,48.0,-79.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
DHE 2,34:ca:81:b6:62:bb,"New H3C Intelligence Terminal Co., Ltd.",,OWE,CCMP,802.11ax,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,DHE 2,34:ca:81:b6:62:bb,-70,2437,102.61060106253586,17.965250216530084,21.0,21.0,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
Internalkl,12:82:3d:87:7a:e8,Unknown,,WPA2-Personal,CCMP,802.11ac,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Internalkl,12:82:3d:87:7a:e8,-72,2452,102.61039446609806,17.964952156188964,27.0,36.0,-86.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
226,54:af:97:f2:a0:b7,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11n,9,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,226,54:af:97:f2:a0:b7,-69,2452,102.61021453669248,17.964691028421992,30.0,30.0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:21:25.054
Chanthapanya Hotel,72:85:c4:75:63:49,Unknown,,WPA2-Personal,CCMP,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Chanthapanya Hotel,72:85:c4:75:63:49,-86,5500,102.60692144446271,17.96689933639916,54.0,54.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
travellao-staff,5c:62:8b:31:13:82,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,travellao-staff,5c:62:8b:31:13:82,-72,2447,102.6065585618754,17.964914101139737,36.0,36.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
Phubia Cafe,24:43:e2:87:08:d8,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Phubia Cafe,24:43:e2:87:08:d8,-76,2427,102.6072689828611,17.96672567443309,36.0,36.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
@LTC_WIFI_auto,04:f9:38:8f:7c:e1,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Enterprise,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,@LTC_WIFI_auto,04:f9:38:8f:7c:e1,-53,2412,102.6056673793046,17.967496306131082,36.0,80.0,-83.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
DoubleShot_Espresso,f4:28:53:ca:01:14,Zioncom Electronics (Shenzhen) Ltd.,,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,DoubleShot_Espresso,f4:28:53:ca:01:14,-53,2412,102.60650619864076,17.967093549293143,45.0,75.0,-80.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:30.046
Born to B 5 G,54:af:97:c9:dc:1f,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ac,161,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Born to B 5 G,54:af:97:c9:dc:1f,-60,5805,102.6071555419482,17.96797880021496,3.0,36.0,-94.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
CCIFL WIFI,e0:a1:ce:df:ad:d0,zte corporation,,WPA2-Personal,CCMP,802.11ac,100,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,CCIFL WIFI,e0:a1:ce:df:ad:d0,-71,5500,102.60711376610396,17.967837178563784,6.0,48.0,-93.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
Syri Guesthouse ,24:43:e2:92:ff:59,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11ac,153,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Syri Guesthouse ,24:43:e2:92:ff:59,-68,5765,102.60711376610396,17.967837178563784,15.0,63.0,-90.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
BB HOSTEL ,24:43:e2:92:c9:41,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,BB HOSTEL ,24:43:e2:92:c9:41,-79,5200,102.60656412285606,17.967670090300622,15.0,24.0,-90.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
BB HOSTEL ,24:43:e2:92:c9:40,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,BB HOSTEL ,24:43:e2:92:c9:40,-86,2432,102.60678273904487,17.967095860575217,45.0,45.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
BB HOSTEL ,24:43:e2:92:80:08,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,BB HOSTEL ,24:43:e2:92:80:08,-70,2417,102.60711376610396,17.967837178563784,66.0,66.0,-73.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
Daovone,b8:d6:f6:99:ba:1c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Daovone,b8:d6:f6:99:ba:1c,-70,5745,102.6071555419482,17.96797880021496,18.0,51.0,-89.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
Malachi,64:6d:4e:33:e0:51,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Malachi,64:6d:4e:33:e0:51,-63,5240,102.60645637956011,17.96776715065104,18.0,72.0,-89.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
Malachi,64:6d:4e:33:e0:4c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Malachi,64:6d:4e:33:e0:4c,-74,2427,102.6071555419482,17.96797880021496,60.0,72.0,-75.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
TP-Link_0FAC,9c:53:22:b3:0f:ac,TP-Link Corporation Limited,,WPA2-Personal,CCMP,802.11ac,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,TP-Link_0FAC,9c:53:22:b3:0f:ac,-57,2427,102.60645637956011,17.96776715065104,21.0,80.0,-88.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
Lovan-GH2-1,14:cc:20:c8:8c:9c,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Lovan-GH2-1,14:cc:20:c8:8c:9c,-74,2432,102.60656412285606,17.967670090300622,30.0,45.0,-85.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
Ty,50:0f:f5:1c:25:91,"Tenda Technology Co.,Ltd.Dongguan branch",,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Ty,50:0f:f5:1c:25:91,-63,2427,102.60713628738895,17.968057434267674,21.0,45.0,-88.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:24:47.039
Joun_5G 100Mbps,5c:64:7a:c0:de:b4,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Joun_5G 100Mbps,5c:64:7a:c0:de:b4,-67,5180,102.6069195698101,17.96819485333438,51.0,51.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:25:08.796
wehouse,9c:65:ee:3d:44:87,DZS Inc.,,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,wehouse,9c:65:ee:3d:44:87,-64,2462,102.6071555419482,17.96797880021496,51.0,51.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,05:25:08.796
